Name,Image,Album,1998,1999,2000,2001,2002,2003,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2019,2020,2021
Trouble,,,0,1,110,184,255,334,346,392,399,408,415,417,418,420,420,420,420,428,434,434,434,434
Trouble in Town,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9
True Love,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,17,17,17
Umbrella,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Until the Water Flows,,,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Up in Flames,,,0,0,0,0,0,0,0,0,0,0,0,0,20,86,86,86,86,86,86,86,86,86
Up&Up,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,133,133,133,133
Uptown Funk,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Us Against the World,,,0,0,0,0,0,0,0,0,0,0,0,0,35,103,103,103,104,109,129,129,129,129
Violet Hill,,,0,0,0,0,0,0,0,0,0,90,172,180,218,285,285,285,285,287,291,291,291,292
Vitamins,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Viva la Vida,,,0,0,0,0,0,0,0,0,0,97,185,196,249,322,324,346,354,426,486,488,495,508
Waitin' for a Superman,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Waiting in Line,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Wales Song,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Walk on the Wild Side,,,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Warning Sign,,,0,0,0,2,6,29,59,59,59,59,59,59,59,119,119,119,119,119,120,120,120,120
We Can Work It Out,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
We Found Love,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2
We Never Change,,,0,3,69,103,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
What a Wonderful World,,,0,0,0,0,0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
What If,,,0,0,0,0,0,0,33,44,51,52,52,52,56,56,56,56,56,56,56,56,56,56
What the World Needs Now Is Love,,,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Whatever,,,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
When I Need a Friend,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6
When You Were Young,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Where the Wild Roses Grow,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
White Christmas,,,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,8,9,9,9,9,9,9
White Shadows,,,0,0,0,0,0,0,88,138,149,149,149,149,149,149,149,149,149,149,149,149,149,149
WOTW / POTP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
X&Y,,,0,0,0,0,0,0,33,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
Yellow,,,0,4,116,193,270,361,463,514,525,611,695,706,755,828,829,832,838,910,967,968,969,977
Yes,,,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15
"Yoshimi Battles the Pink Robots, Pt. 1",,,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
You Never Can Tell,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
You Only Live Twice,,,1,2,27,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
You Sexy Thing,,,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
You're the Voice,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Your World Turns Upside Down,,,0,0,0,0,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
