Name,Image,Album,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,2015
I'm a Man,,,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
I've Got a Mind to Give Up Living,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
I've Seen Them All,,,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
If I Had the World to Give,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
If the Shoe Fits,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,17
Iko Iko,,,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,17,20,25,28,41,51,63,88,107,123,133,145,152,164,177,188,188
In the Midnight Hour,,,1,9,16,20,22,27,30,30,30,30,30,30,30,30,30,30,30,31,32,33,40,45,47,48,49,49,50,51,52,55,55,55
In the Pines,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
It Hurts Me Too,,,0,3,9,16,22,31,45,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
It Must Have Been the Roses,,,0,0,0,0,0,0,0,0,0,31,33,46,56,74,76,92,107,115,119,124,127,131,138,142,143,147,151,153,156,158,160,160
"It Takes a Lot to Laugh, It Takes a Train to Cry",,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,7
It's a Man's Man's Man's World,,,0,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
It's All Over Now,,,0,0,0,0,1,2,2,2,2,2,2,9,13,30,49,56,59,71,78,83,93,96,106,112,116,124,130,138,145,155,160,160
"It's All Over Now, Baby Blue",,,0,9,11,11,18,21,21,23,23,24,24,24,24,24,24,24,33,45,59,72,86,94,102,106,115,124,136,137,138,144,145,145
It's All Too Much,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
It's My Own Fault,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jack Straw,,,0,0,0,0,0,0,27,88,140,172,172,172,197,230,259,282,303,315,330,344,356,364,381,394,406,418,432,440,452,467,477,479
Jack-A-Roe,,,0,0,0,0,0,0,0,0,0,0,0,0,7,8,21,35,50,52,52,53,55,55,55,57,67,79,87,93,99,112,117,117
Jam,,,0,1,1,4,13,18,19,24,25,28,28,28,28,30,31,33,54,56,56,57,57,58,58,58,59,65,68,69,72,72,75,75
John's Other,,,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Johnny B. Goode,,,0,0,0,0,1,1,46,64,81,90,91,103,115,136,155,182,199,210,219,228,235,241,245,247,253,254,259,261,269,278,281,281
Just a Little Light,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,21,21,21,21,21,21
Just Like Tom Thumb's Blues,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,12,15,19,25,32,45,53,59,59
K.C. Loving,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3
K.C. Moan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Katie Mae,,,0,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Keep On Growing,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4
King Solomon's Marbles,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Knockin' on Heaven's Door,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,36,48,59,65,70,72,72,72
La bamba,,,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
Lady Di and I,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Lazy Lightning,,,0,0,0,0,0,0,0,0,0,0,0,24,43,63,77,89,95,101,108,111,111,111,111,111,111,111,111,111,111,111,111,111
Lazy River Road,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,55,70,70
Let It Grow,,,0,0,0,0,0,0,0,0,2,3,3,19,27,34,37,53,76,93,104,114,129,140,156,171,182,193,205,212,219,226,231,233
Let It Rock,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Let Me In,,,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Let Me Sing Your Blues Away,,,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Liberty,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,47,59,61
Little Red Rooster,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25,65,90,112,128,142,153,176,195,209,220,235,243,255,267,276,278
Little Sadie,,,0,0,0,0,2,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Long Black Limousine,,,0,0,0,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Long Tall Sally,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Look on Yonder Wall,,,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Looks Like Rain,,,0,0,0,0,0,0,0,11,61,61,61,93,119,153,184,215,244,261,276,293,314,325,341,355,368,380,389,394,402,411,416,416
Loose Lucy,,,0,0,0,0,0,0,0,0,22,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,45,53,60,74,89,101,103
Loser,,,0,0,0,0,0,0,58,98,123,133,133,142,160,178,192,212,226,239,252,263,268,274,285,294,302,313,324,330,339,347,353,355
Lost Sailor,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75,112,126,131,136,143,145,145,145,145,145,145,145,145,145,145,147
Louie Louie,,,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,8,8,8,8,8,8,8,8
Love the One You're With,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lucifer's Eyes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Lucy in the Sky With Diamonds,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22,22
Maggie's Farm,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,21,30,34,39,40,40
Mama Tried,,,0,0,0,0,28,72,83,83,83,85,85,103,115,140,170,194,215,229,238,242,253,259,267,272,277,285,289,290,291,295,300,300
"Man Smart, Woman Smarter",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,53,68,86,95,116,132,148,160,170,177,187,196,200,200
Mannish Boy,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Marriott USA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mason's Children,,,0,0,0,0,7,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,21
"Matilda, Matilda",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7
Maybe You Know How I Feel,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,6,6,6,6,6,6,6,6,6,6,6
Me and Bobby McGee,,,0,0,0,0,0,4,63,87,109,120,120,120,120,120,120,120,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
Me and My Uncle,,,0,3,6,6,45,115,178,238,287,314,315,315,330,363,392,418,449,468,486,499,513,525,547,562,569,584,595,602,609,621,629,631
Mexicali Blues,,,0,0,0,0,0,0,26,80,137,169,169,169,176,200,232,263,290,307,324,336,347,358,380,389,396,407,417,423,427,433,438,438
Might as Well,,,0,0,0,0,0,0,0,0,0,0,0,19,24,24,26,26,37,45,60,79,93,98,102,104,104,104,110,110,110,111,111,111
Mind Left Body,,,0,0,0,0,0,0,0,0,4,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,9,9
Mindbender,,,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Minglewood Blues,,,0,5,8,8,10,20,22,22,22,22,22,38,71,110,152,192,227,250,277,295,313,325,349,368,380,393,404,411,421,430,436,438
Mission in the Rain,,,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Mississippi Half-Step Uptown Toodeloo,,,0,0,0,0,0,0,0,25,59,74,74,82,101,116,126,133,140,145,145,145,157,165,176,186,193,204,213,217,224,231,237,239
Mona,,,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
Money Money,,,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Morning Dew,,,0,0,10,26,64,85,93,108,123,129,129,132,137,138,139,143,150,158,165,174,181,183,200,213,222,230,238,247,255,263,268,270
Mountain Jam,,,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mountains of the Moon,,,0,0,0,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14
Mr. Charlie,,,0,0,0,0,0,0,20,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
My Babe,,,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
My Baby Left Me,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
My Brother Esau,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,60,77,85,104,104,104,104,104,104,104,104,104,104
Mystery Train,,,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Neighborhood Girls,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Never Trust a Woman,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,17,19,21,23,29,36,39,42,42,42,42,42,42,42
New Orleans,,,0,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
New Potato Caboose,,,1,1,6,28,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,34
New Speedway Boogie,,,0,0,0,0,3,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,33,39,41,48,56,56
Next Time You See Me,,,0,10,11,13,21,29,61,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
Nobody's Fault but Mine,,,0,1,1,1,1,2,2,4,13,19,19,19,20,22,23,24,25,25,26,27,28,28,28,28,28,28,29,29,30,31,31,31
Not Fade Away,,,0,0,0,0,5,60,111,146,152,161,162,176,202,232,259,284,306,329,353,374,393,408,431,452,470,486,503,512,525,539,553,555
Off the Hook,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Oh Babe, It Ain't No Lie",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15
"Oh, Boy!",,,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Okie From Muskogee,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ole Slew-Foot,,,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Ollin Arageed,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
On the Road Again,,,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,27,34,41,42,43,43,43,43,43,43,43,43,43,43,43,43,43
One Kind Favor,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
One More Saturday Night,,,0,0,0,0,0,0,26,76,100,118,119,128,142,156,169,184,203,214,229,240,249,254,261,271,278,290,301,309,320,330,339,341
Only a Fool,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Operator,,,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Overseas Stomp (The Lindy),,,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Pain in My Heart,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Parchman Farm,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Passenger,,,0,0,0,0,0,0,0,0,0,0,0,0,18,48,71,84,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,100
Peggy Sue,,,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Peggy-O,,,0,0,0,0,0,0,0,0,3,11,12,20,47,78,102,128,149,160,170,175,184,188,195,201,207,215,228,235,244,257,267,267
Phil Solo,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Philo Stomp,,,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Picasso Moon,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,39,50,62,74,78,78
Playing in the Band,,,0,0,0,0,0,0,65,143,194,215,215,230,248,273,296,318,336,358,377,397,417,431,455,479,500,524,547,560,580,598,608,610
Pollution,,,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Prisoner Blues,,,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Promised Land,,,0,0,0,0,0,0,6,60,109,134,134,160,182,206,231,261,275,284,293,301,310,315,333,342,354,369,383,392,406,419,435,435
Proud Mary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Queen Jane Approximately,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,44,64,79,89,105,117,126,126
Quinn the Eskimo (The Mighty Quinn),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,24,34,40,43,50,53,53,55,60,60
Rain,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,16,22,22
Rainy Day Women #12 & 35,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Ramble On Rose,,,0,0,0,0,0,0,23,67,90,100,100,106,122,133,142,157,168,179,190,202,211,216,227,236,247,260,272,279,293,310,322,322
Raven Space,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Revolution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,9,9,9,9,11,11,11,11,11,11,11
Revolutionary Hamstrung Blues,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
Riot in Cell Block #9,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ripple,,,0,0,0,0,0,7,11,11,11,11,11,11,11,11,11,38,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,43
Roberta,,,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Rockin' Pneumonia and the Boogie Woogie Flu,,,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Rollin' and Tumblin',,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Rosa Lee McFall,,,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Rosemary,,,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Row Jimmy,,,0,0,0,0,0,0,0,0,59,86,86,104,115,128,136,146,150,153,155,161,168,176,193,208,221,233,243,250,260,267,273,275
Rubin and Cherise,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4
Run Rudolph Run,,,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Sage and Spirit,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Saint of Circumstance,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,76,114,128,133,138,145,151,158,159,161,165,181,189,201,215,225,227
Salt Lake City,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Samba in the Rain,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,45,45
Samson and Delilah,,,0,0,0,0,0,0,0,0,0,0,0,39,80,116,141,164,191,211,228,243,260,269,282,293,303,312,321,326,341,355,367,369
Sawmill,,,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Scarlet Begonias,,,0,0,0,0,0,0,0,0,0,28,28,48,73,96,116,135,158,171,184,198,209,213,230,244,256,270,282,290,302,311,318,320
Searchin',,,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Seasons of My Heart,,,0,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Seastones,,,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
See See Rider Blues,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,45,64,71,88,103,115,119,119,120,120,126,127,127,127,127,127
See That My Grave Is Kept Clean,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Shakedown Street,,,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38,46,67,79,90,100,107,111,119,124,130,137,143,147,152,159,165,167
She Belongs to Me,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,11,11,11,11,11,11,11,11,11,11,11
She's Mine,,,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Ship of Fools,,,0,0,0,0,0,0,0,0,0,25,25,33,43,66,81,98,114,124,130,137,144,149,164,175,185,192,203,209,217,221,224,224
Sick and Tired,,,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Silver Threads and Golden Needles,,,0,2,2,2,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Sing Me Back Home,,,0,0,0,0,0,0,15,36,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
Sitting on Top of the World,,,0,6,6,8,31,38,41,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
Slipknot!,,,0,0,0,0,0,0,0,0,0,1,4,21,28,28,28,28,28,28,44,53,55,55,55,55,60,70,83,88,98,107,112,114
Slow Blues,,,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Smokestack Lightning,,,0,1,3,4,8,12,17,18,18,18,18,18,18,18,18,18,18,18,19,22,32,39,41,44,47,49,53,56,60,62,62,62
So Many Roads,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32,46,57,57
So Sad (to Watch Good Love Go Bad),,,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
So What,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Spanish Jam,,,0,0,0,5,5,6,6,6,8,15,15,16,16,16,16,16,26,29,35,39,40,41,42,42,42,42,42,44,45,48,50,50
Spoonful,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,9,17,19,22,22,24,29,33,39,46,52,52,52
St. Stephen,,,0,0,0,20,85,127,138,138,138,138,138,150,164,168,169,169,169,169,172,172,172,172,172,172,172,172,172,172,172,172,172,174
Stagger Lee,,,0,0,0,0,0,0,0,0,0,0,0,0,0,23,48,48,48,50,50,50,63,71,79,88,97,104,113,121,131,142,147,147
Stander on the Mountain,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3
Standing on the Corner,,,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Standing on the Moon,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,35,41,51,67,78,80
Stealin',,,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Stella Blue,,,0,0,0,0,0,0,0,19,49,59,59,68,77,87,103,119,140,154,165,177,188,198,216,233,249,268,281,291,304,319,328,330
Stir It Up,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,3,3
Stronger Than Dirt,,,0,0,0,0,0,0,0,0,0,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Stuck Inside of Mobile With the Memphis Blues Again,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,41,48,58,63,68,69,70,70
Sugar Magnolia,,,0,0,0,0,0,22,89,162,211,233,234,250,267,295,315,343,371,392,413,431,451,461,480,496,512,528,543,555,571,587,600,602
Sugaree,,,0,0,0,0,0,0,30,90,129,145,146,164,181,196,210,224,235,248,252,255,266,273,289,305,316,326,336,342,351,357,362,362
Sunrise,https://upload.wikimedia.org/wikipedia/en/8/8e/Coldplay_-_Everyday_Life.png,Everyday Life,0,0,0,0,0,0,0,0,0,0,0,0,18,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Sunshine Daydream,,,0,0,0,0,0,0,0,0,1,4,4,8,9,10,11,12,15,17,17,17,17,17,20,24,27,28,31,31,31,32,32,32
Supplication,,,0,0,0,0,0,0,0,0,0,0,0,25,44,64,78,91,97,103,110,113,118,122,122,122,122,122,122,122,123,123,123,123
"Swing Low, Sweet Chariot",,,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Take It Off,,,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Take Me to the River,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
Tastebud,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Teddy Bear Picnic,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tell It to Me,,,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Tell Mama,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Tennessee Jed,,,0,0,0,0,0,0,25,81,120,141,141,161,188,214,236,260,277,294,310,320,330,337,344,353,364,377,389,400,411,426,436,438
Terrapin Station,,,0,0,0,0,0,0,0,0,0,0,0,0,28,52,75,95,108,116,126,139,155,164,186,206,223,240,255,264,280,295,305,307
Terrapin Transit,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
That Would Be Something,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,10,19,19
That'll Be the Day,,,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
